n_combination,best_combination,best_portfolio_weights,max_return,timestamp
38,"('CAH', 'PGR', 'VLO', 'IR', 'CF', 'MRO', 'FANG', 'GE', 'AVGO', 'CBOE', 'EQT', 'ORCL', 'HES', 'BKR', 'EG', 'FICO', 'XOM', 'LMT', 'VRTX', 'ORLY', 'TDG', 'PANW', 'CTAS', 'LVS', 'MMC', 'OXY', 'IRM', 'MNST', 'HAL', 'AMGN', 'TMUS', 'TAP', 'PKG', 'NOC', 'ACGL', 'BSX', 'TRGP', 'SNA')","(0.00500000000000089, 0.005000000000000257, 0.005, 0.005000000000000041, 0.005, 0.005, 0.005000000000000422, 0.005, 0.005, 0.005000000000000481, 0.22500000000000037, 0.0050000000000001415, 0.005000000000000294, 0.005000000000000182, 0.005, 0.3, 0.005000000000000128, 0.005, 0.005000000000000081, 0.005000000000000119, 0.005, 0.005, 0.005, 0.005, 0.005, 0.3, 0.005, 0.005, 0.005, 0.005, 0.005000000000000033, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005)",0.427064618511275,2023-11-11 12:36:41.979972
12,"('SNA', 'BKR', 'CDNS', 'CBOE', 'LLY', 'CPRT', 'VRTX', 'PGR', 'RCL', 'OXY', 'NUE', 'MPC')","(0.01, 0.010000000000000139, 0.010000000000000037, 0.01, 0.3, 0.01, 0.01999999999999992, 0.010000000000000002, 0.01, 0.3, 0.01, 0.3)",0.4423300864015312,2023-11-11 12:56:41.705070
22,"('HII', 'MPC', 'PKG', 'TJX', 'RCL', 'STLD', 'LLY', 'OXY', 'NOC', 'CF', 'GL', 'HAL', 'CMG', 'PCG', 'COR', 'ACGL', 'ORCL', 'AZO', 'CTRA', 'COP', 'TMUS', 'CDNS')","(0.01, 0.3, 0.01000000000000003, 0.010000000000000458, 0.01, 0.009999999999999995, 0.2544415648932148, 0.2555584351067862, 0.010000000000000231, 0.01, 0.01000000000000001, 0.01, 0.01, 0.01, 0.010000000000000198, 0.010000000000000002, 0.01, 0.010000000000000068, 0.01000000000000007, 0.010000000000000092, 0.01000000000000005, 0.010000000000000325)",0.4183455930683946,2023-11-11 12:57:50.343436
31,"('ANET', 'HWM', 'PCAR', 'HAL', 'PKG', 'SNA', 'MPC', 'BKR', 'IRM', 'PWR', 'PSX', 'AJG', 'CTRA', 'AVGO', 'ACGL', 'DHI', 'FICO', 'OXY', 'ETN', 'KLAC', 'URI', 'WRB', 'EOG', 'PH', 'AXON', 'HES', 'IT', 'CVX', 'MRK', 'NUE', 'HUBB')","(0.005, 0.005, 0.005000000000000404, 0.005000000000000138, 0.005000000000000044, 0.005, 0.3, 0.005, 0.005, 0.005, 0.0050000000000000105, 0.005, 0.005, 0.005, 0.005, 0.005, 0.3, 0.2600000000000016, 0.005000000000000159, 0.005, 0.005, 0.005, 0.005, 0.005000000000000072, 0.005, 0.005000000000000067, 0.005, 0.005, 0.005, 0.00500000000000001, 0.005000000000000224)",0.4441668863028295,2023-11-11 13:01:01.307000
34,"('CAT', 'MPC', 'CPRT', 'DHI', 'EOG', 'PGR', 'RCL', 'AJG', 'IT', 'TJX', 'URI', 'PWR', 'ORCL', 'CTAS', 'IRM', 'FICO', 'MAR', 'WRB', 'STLD', 'ETN', 'GE', 'FSLR', 'GWW', 'PHM', 'PSX', 'IR', 'MSI', 'PCAR', 'PANW', 'CDNS', 'TRGP', 'KLAC', 'HII', 'CAH')","(0.005, 0.29999999999999993, 0.005000000000000876, 0.005000000000000054, 0.00500000000000016, 0.0050000000000000044, 0.005, 0.005, 0.005000000000000244, 0.005000000000000174, 0.005, 0.005000000000000007, 0.005000000000000062, 0.005, 0.0050000000000002195, 0.29999999999999866, 0.005, 0.005, 0.005000000000000185, 0.005, 0.005000000000000064, 0.005, 0.005, 0.005, 0.005, 0.005000000000000162, 0.0050000000000002065, 0.005000000000000067, 0.005000000000000101, 0.00500000000000029, 0.005, 0.005000000000000054, 0.005, 0.24499999999999977)",0.4229334270619597,2023-11-11 13:02:56.488724
41,"('GD', 'MRK', 'CPRT', 'CF', 'HII', 'LLY', 'MRO', 'MPC', 'IRM', 'CDNS', 'SNA', 'LMT', 'ORCL', 'RCL', 'BKNG', 'BSX', 'ACGL', 'LIN', 'CMG', 'AZO', 'PWR', 'HWM', 'PCAR', 'MCK', 'GE', 'PH', 'MNST', 'XOM', 'VLO', 'AJG', 'TRGP', 'PXD', 'DHI', 'WAB', 'AXON', 'FICO', 'LVS', 'KLAC', 'CVX', 'STLD', 'NOC')","(0.005, 0.005000000000000204, 0.005, 0.005, 0.005, 0.2099999999999997, 0.005000000000000273, 0.2999999999999993, 0.005000000000000292, 0.005000000000000146, 0.005, 0.005, 0.005, 0.005000000000000188, 0.005000000000000187, 0.005000000000000271, 0.005, 0.005000000000000133, 0.005, 0.005, 0.005000000000000127, 0.005, 0.005, 0.005000000000000174, 0.005000000000000278, 0.005, 0.005000000000000338, 0.005, 0.005000000000000243, 0.0050000000000001935, 0.005, 0.0050000000000003245, 0.005000000000000299, 0.0050000000000001285, 0.005000000000000084, 0.29999999999999943, 0.005000000000000123, 0.005000000000000282, 0.00500000000000016, 0.005, 0.005000000000000094)",0.4290666673564487,2023-11-11 13:09:40.552151
42,"('AMGN', 'CVX', 'CBOE', 'CTRA', 'TAP', 'ORCL', 'VRTX', 'LVS', 'COP', 'RSG', 'PHM', 'WMB', 'BKNG', 'AZO', 'OXY', 'HAL', 'PSX', 'LW', 'MPC', 'HES', 'SNA', 'EG', 'REGN', 'MCK', 'GD', 'TRGP', 'MRO', 'BSX', 'PANW', 'PH', 'NOC', 'STLD', 'MMC', 'APA', 'LLY', 'SNPS', 'PCG', 'NUE', 'COR', 'URI', 'ACGL', 'CDNS')","(0.005000000000000458, 0.0050000000000001606, 0.005, 0.005, 0.005, 0.0050000000000003705, 0.005000000000000205, 0.005, 0.005, 0.005, 0.005000000000000005, 0.0050000000000000235, 0.005000000000000197, 0.005000000000000404, 0.25324611715040496, 0.005, 0.005000000000000106, 0.005000000000000377, 0.29999999999999893, 0.005000000000000129, 0.005000000000000022, 0.005, 0.0050000000000001606, 0.005, 0.005000000000000264, 0.005, 0.005000000000000328, 0.005000000000000114, 0.005000000000000128, 0.005000000000000072, 0.005, 0.00500000000000021, 0.005, 0.005000000000000254, 0.2517538828495936, 0.005, 0.005000000000000023, 0.0050000000000000435, 0.005, 0.005000000000000319, 0.005000000000000262, 0.0050000000000002265)",0.4194329306833773,2023-11-11 13:10:50.325517
19,"('CTAS', 'NUE', 'CDNS', 'GWW', 'CPRT', 'WMB', 'ANET', 'OXY', 'URI', 'PHM', 'EQT', 'SLB', 'AZO', 'XOM', 'FICO', 'HII', 'SNPS', 'APA', 'VLO')","(0.01, 0.010000000000000234, 0.010000000000000182, 0.01, 0.01, 0.010000000000000366, 0.01, 0.3, 0.01, 0.01000000000000005, 0.2400000000000006, 0.010000000000000037, 0.010000000000000018, 0.01, 0.3, 0.01, 0.01, 0.01, 0.010000000000000035)",0.4339284409948268,2023-11-11 13:25:55.062562
27,"('SNPS', 'TAP', 'HII', 'MPC', 'ACGL', 'HES', 'TRGP', 'LMT', 'GE', 'PSX', 'APA', 'CAH', 'BKR', 'FICO', 'CI', 'MRO', 'STLD', 'PH', 'COP', 'TMUS', 'RCL', 'EQT', 'PCAR', 'NVDA', 'SNA', 'MSI', 'VLO')","(0.010000000000000004, 0.010000000000000052, 0.01, 0.3, 0.01, 0.010000000000000477, 0.01, 0.010000000000000028, 0.01, 0.01, 0.01, 0.010000000000000163, 0.010000000000000162, 0.3, 0.01, 0.01, 0.01000000000000024, 0.01, 0.01, 0.01, 0.01, 0.1599999999999999, 0.01, 0.01, 0.010000000000000061, 0.010000000000000217, 0.01)",0.4253130617693419,2023-11-11 13:27:54.561442
28,"('TT', 'MMC', 'APA', 'KLAC', 'EQT', 'COP', 'LMT', 'ORLY', 'FANG', 'CAH', 'NUE', 'HES', 'FSLR', 'CMG', 'TAP', 'OXY', 'MRK', 'VRTX', 'PTC', 'PCAR', 'FICO', 'AVGO', 'PCG', 'CBOE', 'MAR', 'ANET', 'URI', 'MNST')","(0.010000000000000139, 0.01, 0.01, 0.010000000000000014, 0.1500000000000013, 0.01, 0.01, 0.01, 0.01000000000000017, 0.01, 0.01, 0.010000000000000705, 0.01, 0.010000000000000092, 0.01, 0.3, 0.01, 0.01, 0.01, 0.01, 0.3, 0.01, 0.01, 0.010000000000000009, 0.010000000000000194, 0.01, 0.01, 0.01)",0.4112397143861938,2023-11-11 13:28:18.236455
32,"('CI', 'NOC', 'EG', 'GL', 'HWM', 'BKR', 'MAR', 'CF', 'LVS', 'ETN', 'CVX', 'OXY', 'APA', 'SNA', 'PSX', 'NVDA', 'BSX', 'TJX', 'TRGP', 'FICO', 'EOG', 'ACGL', 'PKG', 'IR', 'COR', 'CDNS', 'PXD', 'HUBB', 'XOM', 'PTC', 'MRO', 'LLY')","(0.005000000000000267, 0.005000000000000238, 0.005, 0.005000000000000072, 0.005000000000000346, 0.005000000000000123, 0.005000000000000004, 0.005, 0.0050000000000003115, 0.005000000000000274, 0.005000000000000275, 0.2782779262472371, 0.005000000000000003, 0.0050000000000003835, 0.005000000000000385, 0.0049999999999999975, 0.005, 0.005000000000000129, 0.005000000000000286, 0.2999999999999976, 0.005000000000000094, 0.005000000000000964, 0.005000000000000263, 0.005000000000000184, 0.005000000000000153, 0.005000000000000082, 0.005000000000000153, 0.005000000000000011, 0.00500000000000033, 0.005000000000000087, 0.005000000000000416, 0.27672207375276037)",0.4364169584067028,2023-11-11 13:30:23.097277
39,"('OXY', 'NUE', 'ETN', 'CDNS', 'CTRA', 'TDG', 'HWM', 'KLAC', 'LDOS', 'COR', 'CMG', 'FSLR', 'BSX', 'CF', 'TRGP', 'ACGL', 'DHI', 'HII', 'SNA', 'MNST', 'VRTX', 'PTC', 'HES', 'PANW', 'SNPS', 'MPC', 'AJG', 'EQT', 'SLB', 'FICO', 'IT', 'CAT', 'LW', 'BKNG', 'AVGO', 'AZO', 'GWW', 'WRB', 'PXD')","(0.22000000000000086, 0.005, 0.005000000000000112, 0.005000000000000069, 0.0050000000000001744, 0.005, 0.005000000000000355, 0.005, 0.005, 0.005000000000000055, 0.005000000000000176, 0.005, 0.0050000000000002785, 0.005000000000000029, 0.005000000000000061, 0.005, 0.005000000000000232, 0.005000000000000218, 0.005000000000000292, 0.005000000000000414, 0.005, 0.0050000000000002655, 0.005, 0.005000000000000157, 0.005000000000000036, 0.3, 0.0050000000000003115, 0.005000000000000001, 0.005, 0.29999999999999927, 0.005, 0.005000000000000167, 0.005000000000000027, 0.005, 0.0050000000000000825, 0.005, 0.005000000000000362, 0.005000000000000308, 0.0050000000000005665)",0.4345626971711359,2023-11-11 13:36:27.906494
44,"('LW', 'BSX', 'TJX', 'AVGO', 'EQT', 'VRTX', 'AXON', 'EOG', 'STLD', 'PGR', 'PCG', 'CI', 'NOC', 'CAH', 'DHI', 'MPC', 'ETN', 'MRO', 'CVX', 'PH', 'CPRT', 'HUBB', 'CDNS', 'FICO', 'AJG', 'PSX', 'HAL', 'GWW', 'BKR', 'VLO', 'MRK', 'PCAR', 'TT', 'MSI', 'MAR', 'OXY', 'AZO', 'TAP', 'EG', 'URI', 'ACGL', 'GE', 'FSLR', 'LIN')","(0.005000000000000138, 0.0050000000000000105, 0.005000000000000202, 0.005000000000000254, 0.005000000000000414, 0.005000000000000748, 0.0050000000000000305, 0.005, 0.005, 0.005, 0.005, 0.005000000000000053, 0.005000000000000284, 0.0050000000000008475, 0.005000000000000201, 0.2999999999999989, 0.005, 0.005000000000000386, 0.005000000000000586, 0.005000000000000069, 0.005, 0.005000000000000471, 0.005000000000000107, 0.29999999999999866, 0.005, 0.005, 0.005, 0.005, 0.005000000000000365, 0.005, 0.00500000000000038, 0.005000000000000017, 0.005000000000000376, 0.005, 0.0050000000000000044, 0.19499999999999834, 0.005000000000000031, 0.005000000000000195, 0.005, 0.00500000000000003, 0.005, 0.005000000000000003, 0.005, 0.005000000000000386)",0.4300008397619912,2023-11-11 13:42:55.487953
50,"('IR', 'LDOS', 'PH', 'WRB', 'EG', 'PXD', 'SNA', 'CI', 'MSI', 'LLY', 'APA', 'PCAR', 'HAL', 'MRO', 'LIN', 'FICO', 'IT', 'MAR', 'AXON', 'EQT', 'CBOE', 'GL', 'GWW', 'TAP', 'FANG', 'PGR', 'VLO', 'NOC', 'PANW', 'TRGP', 'LVS', 'MCK', 'BKR', 'MPC', 'ORLY', 'AMGN', 'CTAS', 'PTC', 'TJX', 'CF', 'LMT', 'TMUS', 'SLB', 'AZO', 'PCG', 'REGN', 'GD', 'HII', 'BKNG', 'TT')","(0.005, 0.005, 0.005000000000000331, 0.005, 0.005, 0.005000000000000068, 0.005, 0.005, 0.005, 0.16500000000000367, 0.005, 0.005, 0.005, 0.005, 0.005, 0.3, 0.005, 0.005000000000000152, 0.005, 0.005000000000000851, 0.005, 0.005, 0.005, 0.005000000000000284, 0.005000000000000064, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005000000000000117, 0.3, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005000000000000161, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005)",0.4159127318507341,2023-11-11 13:54:23.687345
10,"('XOM', 'PANW', 'FICO', 'NVDA', 'OXY', 'MCK', 'EG', 'APA', 'TRGP', 'RCL')","(0.01000000000000037, 0.010000000000000203, 0.29999999999999966, 0.2999999999999999, 0.29999999999999954, 0.039999999999999605, 0.01000000000000025, 0.010000000000000207, 0.010000000000000302, 0.010000000000000082)",0.4404933366709427,2023-11-11 13:54:47.669325
11,"('MCK', 'FICO', 'EOG', 'EG', 'LMT', 'SNA', 'COP', 'BKNG', 'IT', 'ANET', 'AJG')","(0.2999999999999999, 0.3, 0.01, 0.01, 0.010000000000000033, 0.01, 0.030000000000000124, 0.01, 0.010000000000000024, 0.29999999999999993, 0.01)",0.3761781425777364,2023-11-11 13:54:57.855219
16,"('CTAS', 'LDOS', 'CAH', 'LLY', 'BSX', 'WRB', 'TJX', 'EQT', 'TAP', 'MNST', 'APA', 'HES', 'COP', 'FANG', 'BKR', 'PWR')","(0.01, 0.010000000000000224, 0.009999999999999995, 0.3, 0.01000000000000057, 0.01, 0.010000000000000104, 0.3, 0.010000000000000257, 0.01, 0.01, 0.2699999999999981, 0.01, 0.010000000000000179, 0.01, 0.01)",0.4073318164990842,2023-11-11 13:55:30.838879
23,"('AJG', 'BKNG', 'PXD', 'PWR', 'LLY', 'ETN', 'HWM', 'KLAC', 'EQT', 'CDNS', 'WAB', 'SNPS', 'HII', 'FICO', 'FSLR', 'AZO', 'PKG', 'CMG', 'PCG', 'PTC', 'EG', 'VLO', 'TRGP')","(0.010000000000000182, 0.01, 0.01, 0.010000000000000535, 0.3, 0.010000000000000023, 0.01000000000000006, 0.010000000000000219, 0.20000000000000026, 0.01000000000000017, 0.01, 0.01, 0.01, 0.3, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.010000000000000236)",0.4199879286263809,2023-11-11 13:56:41.804825
26,"('PH', 'ETN', 'BKNG', 'NVDA', 'CPRT', 'PSX', 'HAL', 'EOG', 'CMG', 'MPC', 'PTC', 'TAP', 'TRGP', 'URI', 'MAR', 'SNPS', 'DHI', 'NUE', 'KLAC', 'VLO', 'HES', 'AJG', 'APA', 'ORCL', 'LLY', 'PHM')","(0.01, 0.01, 0.01, 0.09061065776196624, 0.01, 0.010000000000000077, 0.01, 0.01, 0.01, 0.3, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.010000000000000035, 0.01, 0.08938934223803374, 0.01, 0.01, 0.01, 0.3, 0.01)",0.4014560989733972,2023-11-11 13:57:27.992424
29,"('FSLR', 'FICO', 'ORLY', 'MAR', 'IRM', 'HWM', 'IR', 'ACGL', 'SNA', 'URI', 'NVDA', 'TT', 'MRO', 'PANW', 'GD', 'RCL', 'IT', 'PCAR', 'WRB', 'PGR', 'NOC', 'BSX', 'LLY', 'LMT', 'GL', 'WMB', 'AXON', 'CTRA', 'XOM')","(0.01, 0.3, 0.010000000000000002, 0.01, 0.01, 0.01, 0.01, 0.010000000000000618, 0.01, 0.01, 0.1400000000000002, 0.01, 0.01, 0.010000000000000262, 0.01000000000000012, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.3, 0.01, 0.01, 0.01, 0.01, 0.010000000000000115, 0.010000000000000063)",0.3990395508426568,2023-11-11 13:58:47.119147
43,"('MPC', 'CF', 'AXON', 'NUE', 'IRM', 'HAL', 'WAB', 'FANG', 'PTC', 'REGN', 'ANET', 'CVX', 'NOC', 'PKG', 'MRK', 'LDOS', 'CTRA', 'COP', 'CPRT', 'HUBB', 'LVS', 'FICO', 'ACGL', 'FSLR', 'EOG', 'CI', 'PH', 'BSX', 'HES', 'PWR', 'OXY', 'TMUS', 'TT', 'MNST', 'APA', 'GWW', 'GE', 'KLAC', 'RCL', 'TJX', 'TAP', 'ETN', 'MSI')","(0.3, 0.005000000000000016, 0.005, 0.005000000000000359, 0.005000000000000374, 0.005000000000000123, 0.0050000000000007885, 0.005, 0.005, 0.0050000000000002265, 0.005000000000000421, 0.005, 0.005, 0.005, 0.005000000000000171, 0.005, 0.005, 0.005000000000000076, 0.005000000000000113, 0.005000000000000184, 0.005, 0.3, 0.005, 0.005, 0.005, 0.005, 0.005000000000000034, 0.005, 0.005, 0.005000000000000131, 0.20000000000000034, 0.005, 0.005, 0.005, 0.005, 0.005000000000000019, 0.005000000000000048, 0.005000000000000224, 0.005, 0.005, 0.005, 0.005000000000000129, 0.005)",0.4262961465115745,2023-11-11 14:11:24.820302
7,"('URI', 'PGR', 'LVS', 'MCK', 'OXY', 'LLY', 'VLO')","(0.01, 0.01, 0.01, 0.3, 0.3, 0.3, 0.06999999999999978)",0.4142093292448853,2023-11-12 15:03:29.625612
8,"('MPC', 'NUE', 'PANW', 'APA', 'XOM', 'PSX', 'FSLR', 'SLB')","(0.3, 0.01000000000000024, 0.010000000000000253, 0.010000000000000038, 0.05999999999999974, 0.010000000000000193, 0.2999999999999999, 0.29999999999999954)",0.3879386348236365,2023-11-12 15:03:33.089950
5,"('NVDA', 'PHM', 'PWR', 'FICO', 'FSLR')","(0.3, 0.01, 0.0899999999999997, 0.3, 0.3)",0.4060716641009165,2023-11-12 15:04:06.236042
9,"('HES', 'BKR', 'TDG', 'MPC', 'FANG', 'NVDA', 'HII', 'DHI', 'MMC')","(0.3, 0.01000000000000011, 0.04999999999999879, 0.3, 0.01, 0.3, 0.010000000000000151, 0.010000000000000087, 0.010000000000000005)",0.4083006610733996,2023-11-12 15:06:08.310696
6,"('COP', 'MCK', 'FICO', 'MPC', 'VRTX', 'FSLR')","(0.01000000000000034, 0.29999999999999954, 0.2999999999999999, 0.2999999999999999, 0.010000000000000571, 0.07999999999999982)",0.4350633050308522,2023-11-12 15:07:09.295006
